Time,Altitude,Azimuth,Elevation
2026-05-19 06:09:55.181348+00:00,100.10000005112681,166.48389722739762,2.9439535019841165
2026-05-19 06:09:56.515022+00:00,99.39684840335138,166.44883721411304,3.0297308935765517
2026-05-19 06:09:57.848696+00:00,98.69544785094448,166.41294938344708,3.116614821999626
2026-05-19 06:09:59.182370+00:00,97.9951249638684,166.37620448738676,3.204601110735259
2026-05-19 06:10:00.516044+00:00,97.29410506894905,166.33857754166115,3.2936082775502524
2026-05-19 06:10:01.849718+00:00,96.5951197708752,166.30001858733226,3.3838698360017294
2026-05-19 06:10:03.183392+00:00,95.89571972762235,166.2605025924762,3.4752593837943158
2026-05-19 06:10:04.517066+00:00,95.19688919008895,166.21998418294038,3.567893744975757
2026-05-19 06:10:05.850740+00:00,94.49914814142045,166.17841861271359,3.6618619809705892
2026-05-19 06:10:07.184414+00:00,93.80223455550522,166.13576266239875,3.757199224581553
2026-05-19 06:10:08.518088+00:00,93.10652436212357,166.0919674066073,3.8539914578415324
2026-05-19 06:10:09.851762+00:00,92.41130846176762,166.04698714972187,3.952245040391648
2026-05-19 06:10:11.185436+00:00,91.716174189304,166.00077151597566,4.051989904941488
2026-05-19 06:10:12.519110+00:00,91.02257928224002,165.95325664967459,4.153407394450704
2026-05-19 06:10:13.852785+00:00,90.3300238918364,165.9043858832399,4.256530712083558
2026-05-19 06:10:15.186459+00:00,89.63744855090044,165.85410353734858,4.361347959723999
2026-05-19 06:10:16.520133+00:00,88.94536374972854,165.8023403451889,4.467978349673956
2026-05-19 06:10:17.853807+00:00,88.25448972733784,165.74902109651237,4.576566503217904
2026-05-19 06:10:19.187481+00:00,87.5646340434663,165.69407192765425,4.687186650958921
2026-05-19 06:10:20.521155+00:00,86.87495768037066,165.63741924811825,4.799859444070816
2026-05-19 06:10:21.854829+00:00,86.186884702418,165.5789683983985,4.91481178498296
2026-05-19 06:10:23.188503+00:00,85.49905982241965,165.51863800758792,5.0320286375982715
2026-05-19 06:10:24.522177+00:00,84.81195882374607,165.45632948293564,5.1516654174317775
2026-05-19 06:10:25.855851+00:00,84.12579004846047,165.3919384588654,5.273861974781734
2026-05-19 06:10:27.189525+00:00,83.44066052621696,165.3253537845045,5.398757580504325
2026-05-19 06:10:28.523199+00:00,82.75629476697371,165.25646175086592,5.526461364604476
2026-05-19 06:10:29.856874+00:00,82.07278338025138,165.18513525558944,5.65712717756262
2026-05-19 06:10:31.190547+00:00,81.3901943573393,165.11124145416898,5.790916191381191
2026-05-19 06:10:32.524222+00:00,80.70857347612642,165.03463532897467,5.927998334455017
2026-05-19 06:10:33.857896+00:00,80.02776121326909,164.95516582396237,6.068531247605287
2026-05-19 06:10:35.191570+00:00,79.3479966017846,164.87266519599234,6.2127287334538375
2026-05-19 06:10:36.525244+00:00,78.66939317003823,164.7869557596639,6.360805495456984
2026-05-19 06:10:37.858918+00:00,77.99169197529181,164.697848777403,6.51294634299069
2026-05-19 06:10:39.192592+00:00,77.31509852010849,164.60513818833408,6.669405169058239
2026-05-19 06:10:40.526266+00:00,76.63959350750409,164.5086031746348,6.830426934251545
2026-05-19 06:10:41.859940+00:00,75.96523636628035,164.40800386299134,6.996282913029572
2026-05-19 06:10:43.193614+00:00,75.29223678965774,164.30308063378357,7.167285941495143
2026-05-19 06:10:44.527288+00:00,74.62032557662017,164.19356000114965,7.343706808945968
2026-05-19 06:10:45.860962+00:00,73.94983794175275,164.07913157870007,7.525945374613377
2026-05-19 06:10:47.194636+00:00,73.280595805672,163.9594642401537,7.7143443067780995
2026-05-19 06:10:48.528310+00:00,72.61265884786192,163.8341921330143,7.909313066126665
2026-05-19 06:10:49.861984+00:00,71.94604005952365,163.7029137857828,8.111293227549606
2026-05-19 06:10:51.195658+00:00,71.28077680397965,163.56518866718625,8.320770987689388
2026-05-19 06:10:52.529333+00:00,70.61682807067409,163.42054392107593,8.538255649429344
2026-05-19 06:10:53.863007+00:00,69.95427078591939,163.268457030347,8.764326018065496
2026-05-19 06:10:55.196681+00:00,69.29306097626407,163.10835738928904,8.99959574505933
2026-05-19 06:10:56.530355+00:00,68.63320618008822,162.93961498517206,9.244743199993895
2026-05-19 06:10:57.864029+00:00,67.97490021451097,162.76154996131856,9.50050428030332
2026-05-19 06:10:59.197703+00:00,67.31815483678598,162.57343138997135,9.767622789983633
2026-05-19 06:11:00.531377+00:00,66.66315000878181,162.37443716601342,10.046961523694614
2026-05-19 06:11:01.865051+00:00,66.01000485015754,162.16366147015856,10.339451376690716
2026-05-19 06:11:03.198725+00:00,65.35886452722735,161.94010377385143,10.646114185989685
2026-05-19 06:11:04.532399+00:00,64.70987479589041,161.70264539826644,10.968076044180652
2026-05-19 06:11:05.866073+00:00,64.06315675710421,161.45004983035108,11.306571866456212
2026-05-19 06:11:07.199747+00:00,63.41879527869355,161.18094199921688,11.662941730826216
2026-05-19 06:11:08.533422+00:00,62.77686079392861,160.89378406015692,12.03867203951186
2026-05-19 06:11:09.867095+00:00,62.13736183812469,160.5868544881373,12.435380590411924
2026-05-19 06:11:11.200770+00:00,61.50048551832698,160.25823246691482,12.854875498470648
2026-05-19 06:11:12.534444+00:00,60.86640550893266,159.9057387749192,13.299176778532567
2026-05-19 06:11:13.868118+00:00,60.23534051629901,159.52693128037004,13.770499138013802
2026-05-19 06:11:15.201792+00:00,59.6074364289511,159.11908022050818,14.271227241030603
2026-05-19 06:11:16.535466+00:00,58.982701255591586,158.67907252575083,14.803998399905165
2026-05-19 06:11:17.869140+00:00,58.36128485130705,158.20338025810088,15.371741934632436
2026-05-19 06:11:19.202814+00:00,57.743543827696705,157.6880216413358,15.977687030773394
2026-05-19 06:11:20.536488+00:00,57.129680360969154,157.1284122289444,16.62540498877003
2026-05-19 06:11:21.870162+00:00,56.51968090240285,156.51932287831096,17.318748439851976
2026-05-19 06:11:23.203836+00:00,55.91378815753106,155.85477307435542,18.06197735649007
2026-05-19 06:11:24.537510+00:00,55.31231758997124,155.12783468119483,18.859813833350152
2026-05-19 06:11:25.871184+00:00,54.71527346348017,154.33045527858394,19.71735886058272
2026-05-19 06:11:27.204858+00:00,54.12280048376228,153.45333186014068,20.640068813628414
2026-05-19 06:11:28.538532+00:00,53.53520621609129,152.48555621437902,21.633919937276104
2026-05-19 06:11:29.872206+00:00,52.95242497588229,151.41426234027512,22.70520132876
2026-05-19 06:11:31.205881+00:00,52.37465493846219,150.22442856462703,23.86042775741409
2026-05-19 06:11:32.539555+00:00,51.80207854689192,148.89827862546883,25.106226978546708
2026-05-19 06:11:33.873229+00:00,51.23456659654714,147.41465368426213,26.449008130970903
2026-05-19 06:11:35.206903+00:00,50.67244751523249,145.74870985856228,27.894440101242594
2026-05-19 06:11:36.540577+00:00,50.11574235033337,143.87128755731874,29.446438040994327
2026-05-19 06:11:37.874251+00:00,49.564620379921045,141.7477086221491,31.10683784424107
2026-05-19 06:11:39.207925+00:00,49.01916620688047,139.33744065252256,32.87357305416392
2026-05-19 06:11:40.541599+00:00,48.47956342600007,136.5942872079462,34.73848773578624
2026-05-19 06:11:41.875273+00:00,47.94600551113393,133.46579956680284,36.68573043794932
2026-05-19 06:11:43.208947+00:00,47.41848825837299,129.89447506005877,38.6890281058364
2026-05-19 06:11:44.542621+00:00,46.897223300974815,125.82201980894314,40.70861529506381
2026-05-19 06:11:45.876295+00:00,46.38230195105728,121.19587553526799,42.68922982028827
2026-05-19 06:11:47.209970+00:00,45.87376328704506,115.97879614473453,44.560529977099314
2026-05-19 06:11:48.543643+00:00,45.3716475241296,110.1654774528156,46.23926834020674
2026-05-19 06:11:49.877318+00:00,44.875977109531874,103.80112345216821,47.636503671020094
2026-05-19 06:11:51.210992+00:00,44.38679468301684,96.99404603494003,48.67018994988746
2026-05-19 06:11:52.544666+00:00,43.90389580740221,89.91698309219271,49.279394149957774
2026-05-19 06:11:53.878340+00:00,43.427408391636796,82.79076076659402,49.43720029222724
2026-05-19 06:11:55.212014+00:00,42.9572530584503,75.84550979676055,49.1566707356705
2026-05-19 06:11:56.545688+00:00,42.493399984024464,69.2777649577244,48.48677012295875
2026-05-19 06:11:57.879362+00:00,42.03571322560031,63.22438479814002,47.50011252615022
2026-05-19 06:11:59.213036+00:00,41.58422329437081,57.75664809688925,46.278788941317146
2026-05-19 06:12:00.546710+00:00,41.138851190793325,52.88849214036827,44.901805891596894
2026-05-19 06:12:01.880384+00:00,40.69943291956559,48.593190837439636,43.437058466915545
2026-05-19 06:12:03.214058+00:00,40.265896752957254,44.82300659599019,41.938842025138705
2026-05-19 06:12:04.547732+00:00,39.83820532790478,41.52171237182546,40.44798314838203
2026-05-19 06:12:05.881407+00:00,39.41630882865842,38.63114677095882,38.992946590471895
2026-05-19 06:12:07.215080+00:00,39.0000000307383,36.09620948594318,37.59210171229127
